brand;model;year_from;year_to;engine_volume;fuel_type;oil_ngn_5w30_product;oil_ngn_5w30_article;oil_ngn_5w40_product;oil_ngn_5w40_article;oil_specs;oil_fill_liters;filter_oil_mann;filter_oil_lynx;filter_oil_sufix;filter_air_mann;filter_air_lynx;filter_air_sufix;filter_cabin_mann;filter_cabin_lynx;filter_cabin_sufix;notes;at_type;at_oil_specs;at_oil_fill_liters;at_ngn_product;at_ngn_article;filter_oil_oe;filter_air_oe;filter_cabin_oe;oil_ngn_aline_5w30_product;oil_ngn_aline_5w30_article;oil_ngn_aline_5w40_product;oil_ngn_aline_5w40_article
Skoda;Rapid;2018;2020;1.4 TSI (CZCA);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 502 00;4.0;W 712/95;нет данных;нет данных;C 21 003;нет данных;нет данных;CU 26 010;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Skoda;Roomster;2008;2015;1.2 TSI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 502 00;3.9;W 712/94;нет данных;нет данных;C 35 154;нет данных;нет данных;CUK 2939;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Skoda;Roomster;2008;2015;1.4 MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 502 00;3.2;W 712/94;нет данных;нет данных;C 35 154;нет данных;нет данных;CUK 2939;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Skoda;Roomster;2008;2015;1.6 TDI;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 507 00;4.3;HU 7008 z;нет данных;нет данных;C 35 154;нет данных;нет данных;CUK 2939;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Skoda;Superb;2005;2013;1.8 TSI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 502 00 / 504 00;4.6;W 719/45;нет данных;нет данных;C 35 154;нет данных;нет данных;CUK 2939;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Skoda;Superb;2005;2013;2.0 TDI;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 507 00;4.3;HU 7008 z;нет данных;нет данных;C 35 154;нет данных;нет данных;CUK 2939;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Skoda;Octavia;2012;2015;1.2 TSI / 1.4 TSI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 504 00 / 507 00;4.0;W 712/95;нет данных;нет данных;C 27 009;нет данных;нет данных;FP 26 009;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Skoda;Octavia;2012;2015;1.6 MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 502 00;4.0;W 712/95;нет данных;нет данных;C 30 005;нет данных;нет данных;FP 26 009;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Skoda;Octavia;2012;2015;1.8 TSI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 504 00 / 507 00;5.2;HU 6013 z;нет данных;нет данных;C 30 005;нет данных;нет данных;FP 26 009;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Subaru;Forester;2013;2016;2.0 (FB20) / 2.5 (FB25);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / 0W-20;4.8;W 6019;нет данных;нет данных;C 25 008;нет данных;нет данных;CU 22 004;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Subaru;Impreza;2017;2020;1.6 (FB16);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / 0W-20;4.8;W 6019;нет данных;нет данных;C 22 009;нет данных;нет данных;CU 22 004;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Subaru;Impreza;2017;2020;2.0 (FB20);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / 0W-20;4.4;W 6019;нет данных;нет данных;C 22 009;нет данных;нет данных;CU 22 004;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Suzuki;Liana;2007;2008;1.3 (M13A);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / ACEA A3/B4;4.1;W 610/1;нет данных;нет данных;C 24 019;нет данных;нет данных;CU 2027;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Suzuki;Liana;2007;2008;1.6 (M16A);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / ACEA A3/B4;4.1;W 610/1;нет данных;нет данных;C 2432;нет данных;нет данных;CU 2027;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Tesla;Model 3;2017;2024;Electric;электро;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;нет данных;0;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;FP 25 015;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;RAV4;2008;2019;2.0 (3ZR-FE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / ILSAC GF-5;4.2;W 68/3;нет данных;нет данных;C 26 003;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;RAV4;2008;2019;2.2 D-4D (2AD-FTV);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2 / 5W-30;5.9;HU 7019 z;нет данных;нет данных;C 26 003;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;RAV4;2008;2019;2.5 (2AR-FE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / 0W-20;4.4;W 6031;нет данных;нет данных;C 26 003;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;Land Cruiser;2010;2016;4.5D (1VD-FTV);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2 / 5W-30;9.2;HU 7009 y;нет данных;нет данных;C 31 011;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;Land Cruiser;2010;2016;4.6 (1UR-FE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / ILSAC GF-5;7.5;HU 7009 y;нет данных;нет данных;C 31 011;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;Land Cruiser;2010;2016;4.7 (2UZ-FE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / 5W-30;6.8;W 712/83;нет данных;нет данных;C 30 007;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;Hilux;2010;2020;2.4D (2GD-FTV);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2 / 0W-30;7.5;W 712/43;нет данных;нет данных;C 27 054/1;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;Hilux;2010;2020;2.7 (2TR-FE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / 5W-30;5.5;W 712/83;нет данных;нет данных;C 27 007;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;Hilux;2010;2020;2.8D (1GD-FTV);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2 / 0W-30;7.7;W 712/43;нет данных;нет данных;C 27 054/1;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;Hilux;2010;2020;2.5D (2KD-FTV);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API CI-4 / 5W-40;6.9;W 712/83;нет данных;нет данных;C 22 015;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;Hilux;2010;2020;3.0D (1KD-FTV);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API CF-4 / 5W-40;6.9;W 712/83;нет данных;нет данных;C 22 015;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;Prado;2010;2020;2.7 (2TR-FE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / 5W-30;5.7;W 712/83;нет данных;нет данных;C 27 007;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;Prado;2010;2020;2.8D (1GD-FTV);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2 / 0W-30;7.7;W 712/83;нет данных;нет данных;C 27 054/1;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
